instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
8382,20/12/11,winter,0,12,21,0,2,1,1,0.36,0.3636,0.66,0.0896,4,139,143
8383,20/12/11,winter,0,12,22,0,2,1,2,0.36,0.3788,0.66,0,3,104,107
8384,20/12/11,winter,0,12,23,0,2,1,2,0.38,0.3939,0.62,0,13,40,53
8385,21/12/11,spring,0,12,0,0,3,1,2,0.34,0.3333,0.71,0.1343,7,18,25
8386,21/12/11,spring,0,12,1,0,3,1,2,0.36,0.3636,0.66,0.1045,1,10,11
8387,21/12/11,spring,0,12,2,0,3,1,2,0.36,0.3788,0.71,0,0,4,4
8388,21/12/11,spring,0,12,3,0,3,1,2,0.36,0.3788,0.71,0,0,2,2
8389,21/12/11,spring,0,12,4,0,3,1,2,0.36,0.3788,0.71,0,0,2,2
8390,21/12/11,spring,0,12,5,0,3,1,2,0.38,0.3939,0.82,0.1045,0,28,28
8391,21/12/11,spring,0,12,6,0,3,1,2,0.36,0.3788,0.87,0,1,75,76
8392,21/12/11,spring,0,12,7,0,3,1,2,0.36,0.3636,0.87,0.1045,5,224,229
8393,21/12/11,spring,0,12,8,0,3,1,3,0.36,0.3788,0.93,0,12,393,405
8394,21/12/11,spring,0,12,9,0,3,1,2,0.4,0.4091,0.87,0.2239,14,220,234
8395,21/12/11,spring,0,12,10,0,3,1,2,0.48,0.4697,0.82,0.4179,6,83,89
8396,21/12/11,spring,0,12,11,0,3,1,2,0.48,0.4697,0.82,0.4179,3,53,56
8397,21/12/11,spring,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,3,58,61
8398,21/12/11,spring,0,12,13,0,3,1,3,0.44,0.4394,0.94,0.2985,3,55,58
8399,21/12/11,spring,0,12,14,0,3,1,2,0.48,0.4697,0.88,0.3582,11,40,51
8400,21/12/11,spring,0,12,15,0,3,1,2,0.48,0.4697,0.88,0.3881,4,57,61
8401,21/12/11,spring,0,12,16,0,3,1,3,0.44,0.4394,1,0.3284,6,95,101
8402,21/12/11,spring,0,12,17,0,3,1,3,0.44,0.4394,1,0.3284,3,226,229
8403,21/12/11,spring,0,12,18,0,3,1,2,0.44,0.4394,1,0.2985,2,278,280
8404,21/12/11,spring,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,9,200,209
8405,21/12/11,spring,0,12,20,0,3,1,2,0.5,0.4848,0.94,0.3582,5,162,167
8406,21/12/11,spring,0,12,21,0,3,1,1,0.5,0.4848,0.88,0.2836,9,114,123
8407,21/12/11,spring,0,12,22,0,3,1,1,0.5,0.4848,0.88,0.2537,3,102,105
8408,21/12/11,spring,0,12,23,0,3,1,1,0.5,0.4848,0.88,0.194,0,54,54
8409,22/12/11,spring,0,12,0,0,4,1,2,0.5,0.4848,0.82,0.1045,3,24,27
8410,22/12/11,spring,0,12,1,0,4,1,1,0.44,0.4394,0.94,0.0896,0,15,15
8411,22/12/11,spring,0,12,2,0,4,1,1,0.48,0.4697,0.82,0.1045,1,10,11
8412,22/12/11,spring,0,12,3,0,4,1,1,0.44,0.4394,0.67,0.1642,0,6,6
8413,22/12/11,spring,0,12,4,0,4,1,1,0.38,0.3939,0.82,0.1343,0,3,3
8414,22/12/11,spring,0,12,5,0,4,1,1,0.38,0.3939,0.82,0,1,15,16
8415,22/12/11,spring,0,12,6,0,4,1,1,0.36,0.3788,0.87,0,1,63,64
8416,22/12/11,spring,0,12,7,0,4,1,1,0.34,0.3636,0.93,0,4,182,186
8417,22/12/11,spring,0,12,8,0,4,1,2,0.36,0.3788,0.87,0,10,333,343
8418,22/12/11,spring,0,12,9,0,4,1,2,0.38,0.3939,0.87,0.0896,10,218,228
8419,22/12/11,spring,0,12,10,0,4,1,2,0.4,0.4091,0.82,0.0896,13,128,141
8420,22/12/11,spring,0,12,11,0,4,1,2,0.44,0.4394,0.77,0,10,135,145
8421,22/12/11,spring,0,12,12,0,4,1,2,0.48,0.4697,0.55,0,22,180,202
8422,22/12/11,spring,0,12,13,0,4,1,2,0.46,0.4545,0.63,0,21,167,188
8423,22/12/11,spring,0,12,14,0,4,1,2,0.46,0.4545,0.63,0,23,136,159
8424,22/12/11,spring,0,12,15,0,4,1,2,0.48,0.4697,0.59,0,28,186,214
8425,22/12/11,spring,0,12,16,0,4,1,2,0.46,0.4545,0.63,0,30,226,256
8426,22/12/11,spring,0,12,17,0,4,1,2,0.44,0.4394,0.67,0.1642,24,332,356
8427,22/12/11,spring,0,12,18,0,4,1,2,0.44,0.4394,0.62,0.0896,11,277,288
8428,22/12/11,spring,0,12,19,0,4,1,2,0.44,0.4394,0.62,0,12,130,142
8429,22/12/11,spring,0,12,20,0,4,1,3,0.42,0.4242,0.71,0,0,33,33
8430,22/12/11,spring,0,12,21,0,4,1,3,0.42,0.4242,0.71,0,2,15,17
8431,22/12/11,spring,0,12,22,0,4,1,3,0.36,0.3636,0.93,0.1045,0,17,17
8432,22/12/11,spring,0,12,23,0,4,1,3,0.4,0.4091,0.87,0,1,10,11
8433,23/12/11,spring,0,12,0,0,5,1,3,0.4,0.4091,0.87,0.194,2,7,9
8434,23/12/11,spring,0,12,1,0,5,1,3,0.4,0.4091,0.87,0.194,1,11,12
8435,23/12/11,spring,0,12,2,0,5,1,3,0.38,0.3939,0.94,0.1343,1,12,13
8436,23/12/11,spring,0,12,3,0,5,1,3,0.38,0.3939,0.94,0.1343,0,4,4
8437,23/12/11,spring,0,12,4,0,5,1,3,0.38,0.3939,0.94,0.2836,0,2,2
8438,23/12/11,spring,0,12,5,0,5,1,1,0.36,0.3485,0.93,0.194,0,8,8
8439,23/12/11,spring,0,12,6,0,5,1,1,0.38,0.3939,0.82,0.2537,0,40,40
8440,23/12/11,spring,0,12,7,0,5,1,1,0.38,0.3939,0.82,0.2239,4,88,92
8441,23/12/11,spring,0,12,8,0,5,1,1,0.4,0.4091,0.76,0.2537,9,173,182
8442,23/12/11,spring,0,12,9,0,5,1,1,0.4,0.4091,0.66,0.2985,4,152,156
8443,23/12/11,spring,0,12,10,0,5,1,1,0.4,0.4091,0.62,0.3582,8,96,104
8444,23/12/11,spring,0,12,11,0,5,1,1,0.4,0.4091,0.58,0.4478,26,148,174
8445,23/12/11,spring,0,12,12,0,5,1,1,0.4,0.4091,0.54,0.5224,14,156,170
8446,23/12/11,spring,0,12,13,0,5,1,1,0.4,0.4091,0.5,0.4627,17,177,194
8447,23/12/11,spring,0,12,14,0,5,1,1,0.4,0.4091,0.54,0.4179,23,177,200
8448,23/12/11,spring,0,12,15,0,5,1,1,0.38,0.3939,0.54,0.3582,12,191,203
8449,23/12/11,spring,0,12,16,0,5,1,1,0.38,0.3939,0.5,0.2985,15,166,181
8450,23/12/11,spring,0,12,17,0,5,1,1,0.36,0.3485,0.53,0.2239,11,129,140
8451,23/12/11,spring,0,12,18,0,5,1,1,0.36,0.3333,0.5,0.2537,4,91,95
8452,23/12/11,spring,0,12,19,0,5,1,1,0.34,0.3333,0.53,0.194,1,75,76
8453,23/12/11,spring,0,12,20,0,5,1,1,0.32,0.303,0.61,0.3284,3,47,50
8454,23/12/11,spring,0,12,21,0,5,1,1,0.32,0.303,0.61,0.2239,0,32,32
8455,23/12/11,spring,0,12,22,0,5,1,1,0.32,0.3182,0.66,0.194,4,43,47
8456,23/12/11,spring,0,12,23,0,5,1,1,0.32,0.3333,0.66,0.1343,4,21,25
8457,24/12/11,spring,0,12,0,0,6,0,2,0.32,0.3182,0.7,0.1642,3,20,23
8458,24/12/11,spring,0,12,1,0,6,0,2,0.32,0.3485,0.66,0,1,15,16
8459,24/12/11,spring,0,12,2,0,6,0,2,0.32,0.3333,0.66,0.0896,4,22,26
8460,24/12/11,spring,0,12,3,0,6,0,2,0.32,0.3333,0.7,0.0896,0,5,5
8461,24/12/11,spring,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3
8462,24/12/11,spring,0,12,5,0,6,0,2,0.32,0.3182,0.66,0.1642,1,3,4
8463,24/12/11,spring,0,12,6,0,6,0,2,0.3,0.303,0.75,0.1642,0,10,10
8464,24/12/11,spring,0,12,7,0,6,0,1,0.3,0.2727,0.7,0.3582,0,10,10
8465,24/12/11,spring,0,12,8,0,6,0,1,0.28,0.2727,0.7,0.194,0,27,27
8466,24/12/11,spring,0,12,9,0,6,0,1,0.3,0.2727,0.45,0.4179,3,53,56
8467,24/12/11,spring,0,12,10,0,6,0,1,0.3,0.2576,0.42,0.4925,4,52,56
8468,24/12/11,spring,0,12,11,0,6,0,1,0.32,0.2879,0.39,0.3582,9,62,71
8469,24/12/11,spring,0,12,12,0,6,0,1,0.34,0.3182,0.39,0.2836,15,79,94
8470,24/12/11,spring,0,12,13,0,6,0,1,0.34,0.303,0.39,0.2985,24,97,121
8471,24/12/11,spring,0,12,14,0,6,0,1,0.34,0.303,0.39,0.2985,15,70,85
8472,24/12/11,spring,0,12,15,0,6,0,1,0.32,0.303,0.39,0.2239,15,82,97
8473,24/12/11,spring,0,12,16,0,6,0,1,0.32,0.3182,0.42,0.194,25,74,99
8474,24/12/11,spring,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,15,53,68
8475,24/12/11,spring,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35
8476,24/12/11,spring,0,12,19,0,6,0,1,0.3,0.3182,0.52,0.0896,1,24,25
8477,24/12/11,spring,0,12,20,0,6,0,1,0.26,0.2727,0.56,0.1343,5,19,24
8478,24/12/11,spring,0,12,21,0,6,0,1,0.26,0.2576,0.56,0.1642,4,15,19
8479,24/12/11,spring,0,12,22,0,6,0,1,0.24,0.2879,0.52,0,8,12,20
8480,24/12/11,spring,0,12,23,0,6,0,1,0.24,0.2576,0.56,0,1,16,17
8481,25/12/11,spring,0,12,0,0,0,0,1,0.24,0.2273,0.6,0.194,2,4,6
8482,25/12/11,spring,0,12,1,0,0,0,1,0.22,0.2273,0.69,0.1343,2,2,4
8483,25/12/11,spring,0,12,2,0,0,0,1,0.22,0.2576,0.75,0.0896,0,2,2
8484,25/12/11,spring,0,12,3,0,0,0,1,0.22,0.2727,0.72,0,1,3,4
8485,25/12/11,spring,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1
8486,25/12/11,spring,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1
8487,25/12/11,spring,0,12,7,0,0,0,1,0.22,0.2424,0.8,0.1045,0,4,4
8488,25/12/11,spring,0,12,8,0,0,0,1,0.2,0.2121,0.8,0.1642,1,4,5
8489,25/12/11,spring,0,12,9,0,0,0,1,0.24,0.2424,0.87,0.1642,3,20,23
8490,25/12/11,spring,0,12,10,0,0,0,1,0.26,0.2424,0.81,0.2537,31,12,43
8491,25/12/11,spring,0,12,11,0,0,0,1,0.3,0.303,0.7,0.1642,43,42,85
8492,25/12/11,spring,0,12,12,0,0,0,1,0.3,0.2727,0.75,0.2985,25,41,66
8493,25/12/11,spring,0,12,13,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79
8494,25/12/11,spring,0,12,14,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86
8495,25/12/11,spring,0,12,15,0,0,0,1,0.34,0.3333,0.61,0.194,43,48,91
8496,25/12/11,spring,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86
8497,25/12/11,spring,0,12,17,0,0,0,1,0.34,0.3333,0.61,0.1343,11,33,44
8498,25/12/11,spring,0,12,18,0,0,0,1,0.32,0.3182,0.7,0.194,7,23,30
8499,25/12/11,spring,0,12,19,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16
8500,25/12/11,spring,0,12,20,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26
8501,25/12/11,spring,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19
8502,25/12/11,spring,0,12,22,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17
8503,25/12/11,spring,0,12,23,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16
8504,26/12/11,spring,0,12,0,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11
8505,26/12/11,spring,0,12,1,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10
8506,26/12/11,spring,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7
8507,26/12/11,spring,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2
8508,26/12/11,spring,0,12,5,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4
8509,26/12/11,spring,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4
8510,26/12/11,spring,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19
8511,26/12/11,spring,0,12,8,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18
8512,26/12/11,spring,0,12,9,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62
8513,26/12/11,spring,0,12,10,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70
8514,26/12/11,spring,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91
8515,26/12/11,spring,0,12,12,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100
8516,26/12/11,spring,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140
8517,26/12/11,spring,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153
8518,26/12/11,spring,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131
8519,26/12/11,spring,0,12,16,1,1,0,1,0.36,0.3333,0.43,0.2836,28,69,97
8520,26/12/11,spring,0,12,17,1,1,0,1,0.34,0.3182,0.46,0.2239,30,67,97
8521,26/12/11,spring,0,12,18,1,1,0,1,0.32,0.3333,0.49,0.0896,21,54,75
8522,26/12/11,spring,0,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65
8523,26/12/11,spring,0,12,20,1,1,0,1,0.3,0.3182,0.56,0.0896,14,42,56
8524,26/12/11,spring,0,12,21,1,1,0,1,0.26,0.303,0.7,0,10,39,49
8525,26/12/11,spring,0,12,22,1,1,0,1,0.26,0.303,0.7,0,5,22,27
8526,26/12/11,spring,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29
8527,27/12/11,spring,0,12,0,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12
8528,27/12/11,spring,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6
8529,27/12/11,spring,0,12,2,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4
8530,27/12/11,spring,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3
8531,27/12/11,spring,0,12,4,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3
8532,27/12/11,spring,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8
8533,27/12/11,spring,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985,0,35,35
8534,27/12/11,spring,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80
8535,27/12/11,spring,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,9,155,164
8536,27/12/11,spring,0,12,9,0,2,1,3,0.32,0.3333,0.66,0.1045,19,85,104
8537,27/12/11,spring,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60
8538,27/12/11,spring,0,12,11,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30
8539,27/12/11,spring,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24
8540,27/12/11,spring,0,12,13,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20
8541,27/12/11,spring,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14
8542,27/12/11,spring,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19
8543,27/12/11,spring,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46
8544,27/12/11,spring,0,12,17,0,2,1,3,0.4,0.4091,0.87,0.1343,6,109,115
8545,27/12/11,spring,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135
8546,27/12/11,spring,0,12,19,0,2,1,1,0.34,0.3333,0.87,0.1642,3,87,90
8547,27/12/11,spring,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,3,66,69
8548,27/12/11,spring,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63
8549,27/12/11,spring,0,12,22,0,2,1,1,0.32,0.3333,0.87,0.0896,3,29,32
8550,27/12/11,spring,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26
8551,28/12/11,spring,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10
8552,28/12/11,spring,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12
8553,28/12/11,spring,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,0,7,7
8554,28/12/11,spring,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4
8555,28/12/11,spring,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,0,9,9
8556,28/12/11,spring,0,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,1,42,43
8557,28/12/11,spring,0,12,7,0,3,1,1,0.32,0.303,0.57,0.2537,4,106,110
8558,28/12/11,spring,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217
8559,28/12/11,spring,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189
8560,28/12/11,spring,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,12,84,96
8561,28/12/11,spring,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,18,93,111
8562,28/12/11,spring,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140
8563,28/12/11,spring,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159
8564,28/12/11,spring,0,12,14,0,3,1,1,0.32,0.2879,0.39,0.3881,24,96,120
8565,28/12/11,spring,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,16,101,117
8566,28/12/11,spring,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167
8567,28/12/11,spring,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250
8568,28/12/11,spring,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169
8569,28/12/11,spring,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151
8570,28/12/11,spring,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79
8571,28/12/11,spring,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70
8572,28/12/11,spring,0,12,22,0,3,1,1,0.22,0.2424,0.44,0.1045,2,31,33
8573,28/12/11,spring,0,12,23,0,3,1,1,0.22,0.2121,0.44,0.2537,3,36,39
8574,29/12/11,spring,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,4,24,28
8575,29/12/11,spring,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15
8576,29/12/11,spring,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3
8577,29/12/11,spring,0,12,3,0,4,1,1,0.2,0.197,0.55,0.194,0,2,2
8578,29/12/11,spring,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3
8579,29/12/11,spring,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10
8580,29/12/11,spring,0,12,6,0,4,1,1,0.2,0.2576,0.59,0,2,39,41
8581,29/12/11,spring,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106
8582,29/12/11,spring,0,12,8,0,4,1,2,0.2,0.2576,0.64,0,3,207,210
8583,29/12/11,spring,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170
8584,29/12/11,spring,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110
8585,29/12/11,spring,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122
8586,29/12/11,spring,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130
8587,29/12/11,spring,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131
8588,29/12/11,spring,0,12,14,0,4,1,2,0.3,0.3333,0.52,0,30,112,142
8589,29/12/11,spring,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177
8590,29/12/11,spring,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177
8591,29/12/11,spring,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240
8592,29/12/11,spring,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207
8593,29/12/11,spring,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135
8594,29/12/11,spring,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96
8595,29/12/11,spring,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68
8596,29/12/11,spring,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55
8597,29/12/11,spring,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45
8598,30/12/11,spring,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30
8599,30/12/11,spring,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20
8600,30/12/11,spring,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12
8601,30/12/11,spring,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6
8602,30/12/11,spring,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2
8603,30/12/11,spring,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10
8604,30/12/11,spring,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32
8605,30/12/11,spring,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95
8606,30/12/11,spring,0,12,8,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205
8607,30/12/11,spring,0,12,9,0,5,1,1,0.26,0.303,0.75,0,19,175,194
8608,30/12/11,spring,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118
8609,30/12/11,spring,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171
8610,30/12/11,spring,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197
8611,30/12/11,spring,0,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207
8612,30/12/11,spring,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245
8613,30/12/11,spring,0,12,15,0,5,1,1,0.42,0.4242,0.44,0,56,236,292
8614,30/12/11,spring,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283
8615,30/12/11,spring,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242
8616,30/12/11,spring,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182
8617,30/12/11,spring,0,12,19,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112
8618,30/12/11,spring,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91
8619,30/12/11,spring,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95
8620,30/12/11,spring,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85
8621,30/12/11,spring,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73
8622,31/12/11,spring,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44
8623,31/12/11,spring,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35
8624,31/12/11,spring,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28
8625,31/12/11,spring,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18
8626,31/12/11,spring,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10
8627,31/12/11,spring,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1
8628,31/12/11,spring,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6
8629,31/12/11,spring,0,12,7,0,6,0,3,0.38,0.3939,0.76,0,6,13,19
8630,31/12/11,spring,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49
8631,31/12/11,spring,0,12,9,0,6,0,1,0.38,0.3939,0.76,0,18,72,90
8632,31/12/11,spring,0,12,10,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128
8633,31/12/11,spring,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217
8634,31/12/11,spring,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273
8635,31/12/11,spring,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313
8636,31/12/11,spring,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300
8637,31/12/11,spring,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253
8638,31/12/11,spring,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195
8639,31/12/11,spring,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129
8640,31/12/11,spring,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93
8641,31/12/11,spring,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92
8642,31/12/11,spring,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71
8643,31/12/11,spring,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52
8644,31/12/11,spring,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38
8645,31/12/11,spring,0,12,23,0,6,0,1,0.36,0.3788,0.66,0,4,27,31
8646,01/01/12,spring,1,1,0,0,0,0,1,0.36,0.3788,0.66,0,5,43,48
8647,01/01/12,spring,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93
8648,01/01/12,spring,1,1,2,0,0,0,1,0.32,0.3485,0.76,0,16,59,75
8649,01/01/12,spring,1,1,3,0,0,0,1,0.3,0.3333,0.81,0,11,41,52
8650,01/01/12,spring,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8
8651,01/01/12,spring,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5
8652,01/01/12,spring,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2
8653,01/01/12,spring,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7
8654,01/01/12,spring,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14
8655,01/01/12,spring,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40
8656,01/01/12,spring,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70
8657,01/01/12,spring,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138
8658,01/01/12,spring,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201
8659,01/01/12,spring,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223
8660,01/01/12,spring,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267
8661,01/01/12,spring,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265
8662,01/01/12,spring,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215
8663,01/01/12,spring,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111
